lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
5,assurance-case completeness,DOJ-0042,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0043,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0044,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0072,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0073,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0102,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0153,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0220,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0221,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0235,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0239,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0265,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0271,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0315,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0326,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0332,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0357-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0357-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0362,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,DOJ-0363,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}",The rationale states the denied predicate but identifies no AI output or limiting mechanism.,0.99,U,0
5,assurance-case completeness,46,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",No rationale was disclosed.,1.0,U,0
5,assurance-case completeness,MISSING-6FB970D7652E,YES,YES,NO,NO,UNCLEAR,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from scanned notices', 'W': 'narrowly focused on extracting key data points', 'H': ''}","The bounded extraction output is stated, but the rationale does not intelligibly connect that bound to why it cannot be a principal basis.",0.78,U,0
5,assurance-case completeness,MISSING-404BD6C1AE03,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from unstructured narratives', 'W': 'The use of AI is narrowly focused on extracting key data points from unstructured narratives and validating data completeness. The outputs do not serve as a principal basis for decisions', 'H': ''}",,0.94,S,0
5,assurance-case completeness,MISSING-2045216ACC4E,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'detect anomalous or inconsistent patterns', 'W': '', 'H': 'CMS makes all determinations on actions.'}",Other data are not identified or assigned a limiting role.,0.92,D,0
5,assurance-case completeness,MISSING-F55AC1E5A2AD,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'detect patterns that are inconsistent or anomalous', 'W': '', 'H': 'CMS makes all determinations on actions.'}",Additional information outside the tool is not specifically identified.,0.92,D,0
5,assurance-case completeness,MISSING-7DF6162305FD,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",Research-only and no-direct-impact assertions do not identify an AI output or a qualifying policy predicate.,0.9,U,0
5,assurance-case completeness,MISSING-E9650DD065E1,YES,YES,NO,NO,NO,NO,U,"{'P': 'would not be considered to have a significant effect on human health and safety', 'O': 'accurately detects the motion of an individual scratching', 'W': '', 'H': ''}",No independent mechanism explains why the output cannot be a principal basis.,0.91,U,0
5,assurance-case completeness,MISSING-18A285367578,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'recommendation system only', 'W': '', 'H': 'mandatory human review and approval required for all outputs'}",Recommendation-only wording is not a qualifying narrow-output mechanism.,0.96,D,0
5,assurance-case completeness,MISSING-AB553836F519,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'used to filter relevant video', 'W': '', 'H': 'outputs are verified by humans, decisions/actions are performed by humans'}",,0.94,D,0
5,assurance-case completeness,MISSING-4B41CCE5A80E,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'automate label extraction', 'W': '', 'H': ''}",The rationale does not state a high-impact predicate or limiting mechanism.,0.95,U,0
5,assurance-case completeness,MISSING-94D0D1898672,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI-generated output supports subject matter experts by providing additional information', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool wording is not a qualifying narrow-output mechanism.,0.96,D,0
5,assurance-case completeness,MISSING-91EA622F8902,YES,YES,NO,YES,NO,YES,S,"{'P': 'does not drive any agency decision', 'O': 'a recommendation to assign a grant application', 'W': 'can accept, reject, or reassign the application based on their expertise', 'H': 'can accept, reject, or reassign the application'}",,0.94,S,0
5,assurance-case completeness,MISSING-8A490802AE57,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI-generated output supports subject matter experts by providing additional information', 'W': '', 'H': 'every referral decision undergoes 100% human review'}",Assistive-tool wording is not a qualifying narrow-output mechanism.,0.96,D,0
5,assurance-case completeness,MISSING-C38B75F17C3C,YES,YES,NO,YES,YES,YES,S,"{'P': 'not a principal basis for any legal or binding decision', 'O': 'produces non-binding recommendations regarding which NIGMS program officer is most appropriate', 'W': 'Program officers must actively accept the assignment or refer the application to a more appropriate program officer', 'H': 'they have full discretion to ignore or override the AI tool’s recommendations'}",,0.97,S,0
5,assurance-case completeness,NASA-234,YES,NO,NO,NO,NO,NO,U,"{'P': 'cannot harm humans or impact rights', 'O': '', 'W': '', 'H': ''}",The rationale does not identify the AI output or its workflow role.,0.92,U,0
5,assurance-case completeness,NASA-398,YES,YES,NO,NO,NO,NO,U,"{'P': 'their images immediately deleted to avoid privacy issues', 'O': 'The people are counted', 'W': '', 'H': ''}",Deletion explains a privacy safeguard but not why the output cannot be a principal basis for a consequential action.,0.84,U,0
5,assurance-case completeness,NASA-487,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'only gives information for a crew to act upon', 'W': '', 'H': ''}",Informational-purposes-only is a label without a limiting mechanism or policy predicate.,0.94,U,0
5,assurance-case completeness,TBD-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}",No AI output or limiting mechanism is disclosed.,0.97,U,0
5,assurance-case completeness,TBD-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}",No AI output or limiting mechanism is disclosed.,0.97,U,0
5,assurance-case completeness,TREAS-94,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not approve contracts', 'O': 'drafts procurement narratives, supports vendor evaluations, and aids source selection', 'W': '', 'H': 'Final decisions are made by agency officials'}",Multiple information sources are not identified as independent evidence sources.,0.94,D,0
5,assurance-case completeness,TREAS-IRS-75,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Research/non-operational assertions do not identify an output, policy predicate, or mechanism.",0.93,U,0
5,assurance-case completeness,TREAS-IRS-9,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI makes recommendations', 'W': '', 'H': 'contracting decisions would go through multiple layers of review by agency officials'}",Recommendation-only wording is not a qualifying narrow-output mechanism.,0.95,D,0
5,assurance-case completeness,USDA-048,YES,YES,YES,NO,NO,YES,S,"{'P': 'the principal basis for decisions is made by humans', 'O': 'used for information extraction that informs dam portfolio decisions', 'W': 'vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors', 'H': 'the principal basis for decisions is made by humans'}",,0.95,S,0
5,assurance-case completeness,USDA-175,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only recommendations for authorized staff to review', 'W': '', 'H': 'not making any final decisions'}",Recommendations and staff review do not establish an independent limiting mechanism.,0.95,D,0
